row id,country,iso3,latitude,longitude,glass_amr_enrolled,amr action plan,who_region,glass_status,nap_status_glass,number_of_genomes,genomes_present,nap_status_tracss,nap_type,surveillance_network,sentinel_sites,national_reference_lab,glass_status_metric,national_reference_lab_metric,number_of_genomes_numeric,number_of_genomes_metric,surveillance_network_metric
159,Sierra Leone,SLE,8.479004,-13.267950,Y,Y,AFRO,Enrolled - No data submitted,National Action Plan - Out of Date,2,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",3,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,2,1–99,Yes
160,Singapore,SGP,1.357107,103.819499,Y,Y,WPRO,Enrolled - Data submitted,No National Action Plan,3335,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ","D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",16,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,3335,"1,000–9,999",Yes
161,Slovakia,SVK,48.151699,17.109306,N,Y,EURO,Not Enrolled - No data submitted,National Action Plan - Out of Date,356,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",67,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,356,100–999,Yes
162,Slovenia,SVN,46.050027,14.506929,N,Y,EURO,Not Enrolled - No data submitted,National Action Plan - Out of Date,1404,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",12,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,1404,"1,000–9,999",Yes
163,Solomon Islands,SLB,-9.431077,159.955255,N,Y,WPRO,Not Enrolled - No data submitted,National Action Plan - Current,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"B - AMR data are collected locally for common † bacterial infections in hospitalized and community patients ‡, but data collection may not use a standardized approach and national coordination and/or quality management are lacking. ",1,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,NA,NA,No
164,Somalia,SOM,2.034931,45.341918,Y,Y,EMRO,Enrolled - Data submitted,No National Action Plan,3,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",3,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,3,1–99,Yes
165,South Africa,ZAF,-29.121070,26.214000,Y,Y,AFRO,Enrolled - Data submitted,National Action Plan - Out of Date,7491,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",B - National action plan on AMR endorsed by government.  ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",60,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,7491,"1,000–9,999",Yes
166,South Sudan,SSD,4.845925,31.595917,N,N,AFRO,Not Enrolled - No data submitted,No National Action Plan,7,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,A - No capacity for generating data (antimicrobial susceptibility testing and accompanying clinical and epidemiological data) and reporting on antibiotic resistance.  ,54,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",No,Yes,7,1–99,No
167,Spain,ESP,40.416705,-3.703582,N,Y,EURO,Not Enrolled - No data submitted,National Action Plan - Out of Date,11324,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",D - Full implementation and monitoring of the national action plan on AMR with necessary financing available .  ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",731,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,11324,"10,000+",Yes
168,Sri Lanka,LKA,6.888322,79.918741,Y,Y,SEARO,Enrolled - Data submitted,National Action Plan - Current,140,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,140,100–999,Yes
169,Sudan,SDN,15.563597,32.534912,Y,Y,EMRO,Enrolled - Data submitted,National Action Plan - Out of Date,18,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",A - National action plan on AMR exists but is not endorsed by government and is not being implemented.   ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",8,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,18,1–99,Yes
170,Suriname,SUR,5.824176,-55.166281,N,N,AMRO,Not Enrolled - No data submitted,No National Action Plan,4,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",B - National action plan on AMR endorsed by government.  ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",1,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,4,1–99,Yes
171,Sweden,SWE,59.325117,18.071093,Y,Y,EURO,Enrolled - Data submitted,National Action Plan - Out of Date,2937,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",D - Full implementation and monitoring of the national action plan on AMR with necessary financing available .  ,E - The national AMR surveillance system links AMR surveillance with antimicrobial consumption and/or use data for human health §. ,26,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,2937,"1,000–9,999",Yes
172,Switzerland,CHE,46.948090,7.447440,Y,Y,EURO,Enrolled - Data submitted,No National Action Plan,9120,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ","D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,9120,"1,000–9,999",Yes
173,Syrian Arab Republic (Syria),SYR,33.500000,37.383330,Y,Y,EMRO,Enrolled - Data submitted,National Action Plan - Out of Date,2,Yes,NA,NA,NA,NA,NA,Yes,NA,2,1–99,NA
174,Taiwan,TWN,25.037520,121.563680,N,Y,NA,Not Enrolled - No data submitted,No National Action Plan,894,Yes,NA,NA,NA,NA,NA,No,NA,894,100–999,NA
175,Tajikistan,TJK,38.576271,68.786357,Y,Y,EURO,Enrolled - No data submitted,National Action Plan - Out of Date,1,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"B - AMR data are collected locally for common † bacterial infections in hospitalized and community patients ‡, but data collection may not use a standardized approach and national coordination and/or quality management are lacking. ",15,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,1,1–99,No
176,Thailand,THA,13.752494,100.493509,Y,Y,SEARO,Enrolled - Data submitted,National Action Plan - Out of Date,8494,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ","D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,8494,"1,000–9,999",Yes
177,Timor-Leste,TLS,-8.553681,125.578409,Y,Y,SEARO,Enrolled - Data submitted,National Action Plan - Current,1,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"B - AMR data are collected locally for common † bacterial infections in hospitalized and community patients ‡, but data collection may not use a standardized approach and national coordination and/or quality management are lacking. ",6,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,1,1–99,No
178,Togo,TGO,6.130419,1.215829,Y,Y,AFRO,Enrolled - No data submitted,National Action Plan - Out of Date,24,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,24,1–99,Yes
179,Tonga,TON,-21.134340,-175.201808,N,Y,WPRO,Not Enrolled - No data submitted,National Action Plan - Out of Date,4,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",5,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",No,Yes,4,1–99,Yes
180,Trinidad and Tobago,TTO,10.657268,-61.518017,Y,N,AMRO,Enrolled - Data submitted,No National Action Plan,102,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",7,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,102,100–999,Yes
181,Tunisia,TUN,33.843941,9.400138,Y,Y,EMRO,Enrolled - Data submitted,National Action Plan - Out of Date,408,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",711,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,408,100–999,Yes
182,Türkiye (Turkey),TUR,39.401571,32.853645,Y,N,EURO,Enrolled - Data submitted,No National Action Plan,808,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",A - National action plan on AMR exists but is not endorsed by government and is not being implemented.   ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,808,100–999,Yes
183,Turkmenistan,TKM,37.937832,58.235947,N,Y,EURO,Not Enrolled - No data submitted,National Action Plan - Current,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",320,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",No,Yes,NA,NA,Yes
184,Tuvalu,TUV,-8.519963,179.198255,N,Y,WPRO,Not Enrolled - No data submitted,National Action Plan - Current,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",1,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",No,Yes,NA,NA,Yes
185,Uganda,UGA,0.317714,32.581354,Y,Y,AFRO,Enrolled - Data submitted,National Action Plan - Out of Date,622,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",345,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,622,100–999,Yes
186,Ukraine,UKR,50.450034,30.524136,Y,N,EURO,Enrolled - Data submitted,No National Action Plan,174,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",500,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,174,100–999,Yes
187,United Arab Emirates,ARE,24.453835,54.377401,Y,Y,EMRO,Enrolled - Data submitted,National Action Plan - Out of Date,164,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",44,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,164,100–999,Yes
188,United Kingdom of Great Britain and Northern Ireland,GBR,51.489334,-0.144055,Y,Y,EURO,Enrolled - Data submitted,National Action Plan - Current,147048,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ",E - The national AMR surveillance system links AMR surveillance with antimicrobial consumption and/or use data for human health §. ,195,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,147048,"10,000+",Yes
189,United Republic of Tanzania (Tanzania),TZA,-6.172210,35.739470,Y,Y,AFRO,Enrolled - Data submitted,National Action Plan - Current,1277,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",D - Full implementation and monitoring of the national action plan on AMR with necessary financing available .  ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",45,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,1277,"1,000–9,999",Yes
190,United States of America,USA,38.895037,-77.036543,Y,Y,AMRO,Enrolled - Data submitted,National Action Plan - Current,303901,Yes,NA,NA,NA,NA,NA,Yes,NA,303901,"10,000+",NA
191,Uruguay,URY,-34.905892,-56.191310,N,Y,AMRO,Not Enrolled - No data submitted,No National Action Plan,54,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",B - National action plan on AMR endorsed by government.  ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",110,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,54,1–99,Yes
192,Uzbekistan,UZB,41.312336,69.278708,N,N,EURO,Not Enrolled - No data submitted,No National Action Plan,3,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"B - AMR data are collected locally for common † bacterial infections in hospitalized and community patients ‡, but data collection may not use a standardized approach and national coordination and/or quality management are lacking. ",71,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",No,Yes,3,1–99,No
193,Vanuatu,VUT,-17.741497,168.315016,N,N,WPRO,Not Enrolled - No data submitted,No National Action Plan,3,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",2,"No, the country does not have a  national bacteriology/AMR reference laboratory performing AST for any of the bacteria.  ",No,No,3,1–99,Yes
194,"Venezuela, Bolivarian Republic of",VEN,10.488010,-66.879190,N,N,AMRO,Not Enrolled - No data submitted,No National Action Plan,64,Yes,NA,NA,NA,NA,NA,No,NA,64,1–99,NA
195,Viet Nam,VNM,21.028333,105.854041,Y,Y,WPRO,Enrolled - No data submitted,National Action Plan - Out of Date,3440,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,3440,"1,000–9,999",Yes
196,Yemen,YEM,15.353857,44.205884,Y,Y,EMRO,Enrolled - Data submitted,National Action Plan - Current,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",B - National action plan on AMR endorsed by government.  ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",2204,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,NA,NA,Yes
197,Zambia,ZMB,-15.416339,28.281841,Y,Y,AFRO,Enrolled - Data submitted,National Action Plan - Current,363,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ","D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,363,100–999,Yes
198,Zimbabwe,ZWE,-17.856703,31.060158,Y,Y,AFRO,Enrolled - No data submitted,National Action Plan - Out of Date,138,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",560,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,138,100–999,Yes
